255	255	255
253	253	253
251	251	251
249	249	249
247	247	247
245	245	245
243	243	243
240	240	240
238	238	238
236	236	236
234	234	234
232	232	232
230	230	230
228	228	228
225	225	225
223	223	223
221	221	221
219	219	219
217	217	217
215	215	215
213	213	213
210	210	210
208	208	208
206	206	206
204	204	204
202	202	202
200	200	200
198	198	198
195	195	195
193	193	193
191	191	191
189	189	189
187	187	187
185	185	185
183	183	183
180	180	180
178	178	178
176	176	176
174	174	174
172	172	172
170	170	170
168	168	168
165	165	165
163	163	163
161	161	161
159	159	159
157	157	157
155	155	155
153	153	153
150	150	150
148	148	148
146	146	146
144	144	144
142	142	142
140	140	140
138	138	138
135	135	135
133	133	133
131	131	131
129	129	129
127	127	127
125	125	125
123	123	123
120	120	120
118	118	118
116	116	116
114	114	114
112	112	112
110	110	110
108	108	108
105	105	105
103	103	103
101	101	101
99	99	99
97	97	97
95	95	95
93	93	93
90	90	90
88	88	88
86	86	86
84	84	84
82	82	82
80	80	80
78	78	78
75	75	75
73	73	73
71	71	71
69	69	69
67	67	67
65	65	65
63	63	63
60	60	60
58	58	58
56	56	56
54	54	54
52	52	52
50	50	50
48	48	48
45	45	45
43	43	43
41	41	41
39	39	39
37	37	37
35	35	35
33	33	33
30	30	30
28	28	28
26	26	26
24	24	24
22	22	22
20	20	20
18	18	18
15	15	15
13	13	13
11	11	11
9	9	9
7	7	7
5	5	5
3	3	3
0	0	0
